id,driving_children,dob,age,home_children,years_on_job,income,single_parent,home_value,marital_status,gender,education,occupation,travel_time,car_use,vehicle_value,time_in_force,car_type,red_car,total_claims_5_years,claims_frequency_5_years,license_revoked,vehicle_points,claims_amount,car_age,claims_flag_crash,city_population
888953739,0,1950-03-01,49,0,6,61068,0,0,0,M,High School,Professional,21,Commercial,22780,1,Panel Truck,1,1105,1,0,5,7111,1,1,Urban
602318059,0,1957-12-04,41,0,11,111407,0,320420,1,M,Masters,Professional,33,Commercial,19830,1,Van,1,0,0,0,1,0,9,0,Urban
441870892,0,1951-08-28,48,0,12,131641,0,311314,0,M,Masters,Lawyer,23,Private,25010,1,Minivan,0,0,0,0,0,0,11,0,Urban
250843084,0,1942-08-17,57,1,17,61412,0,224518,1,M,Masters,Manager,15,Private,14040,6,Minivan,0,0,0,0,0,0,1,0,Urban
634343179,0,1959-06-02,40,0,9,103903,0,0,0,M,Masters,Lawyer,57,Private,15020,6,Minivan,1,8921,1,0,6,4290,14,1,Rural
878570406,0,1939-11-25,59,0,11,39099,0,154311,1,M,High School,Blue Collar,23,Commercial,21070,6,Van,0,0,0,0,0,4666,8,1,Urban
586477753,0,1947-04-08,52,0,9,39157,0,130089,1,M,High School,Blue Collar,50,Commercial,22480,6,Van,0,1105,3,0,5,2996,1,1,Urban
821520110,0,1954-06-16,45,0,14,116603,0,339740,1,F,Masters,Manager,37,Private,23860,1,Minivan,0,0,0,1,0,0,14,0,Urban
12066584,2,1954-08-03,45,3,14,116415,0,335711,1,F,Bachelors,Professional,38,Commercial,20990,1,Pickup,0,0,0,0,2,0,11,0,Rural
802429942,0,1957-10-29,42,1,15,19796,0,127000,1,F,High School,Clerical,30,Private,10460,4,SUV,0,6488,1,0,4,0,1,0,Urban
521805937,0,1960-07-11,39,2,15,54315,0,171738,1,M,High School,Professional,5,Private,15220,6,Minivan,1,4845,4,0,5,0,1,0,Urban
916300818,1,1954-03-25,45,2,11,93349,1,0,0,F,PhD,Doctor,9,Private,9920,11,Sports Car,0,4354,3,0,1,0,18,0,Urban
442774263,0,1957-03-13,42,0,5,36330,0,185624,1,M,High School,Clerical,27,Private,15250,4,Minivan,1,0,0,0,0,0,11,0,Rural
792433651,0,1946-09-09,53,0,0,0,0,77849,1,F,Bachelors,Home Maker,27,Private,16000,16,Pickup,0,0,0,0,0,0,8,0,Urban
918239888,0,1942-06-03,57,0,13,119975,0,339052,1,F,PhD,Doctor,40,Private,13500,10,SUV,0,0,0,1,0,8521,13,1,Urban
746234674,2,1960-01-27,39,3,13,26694,0,133159,1,F,High School,Home Maker,13,Private,9210,6,SUV,0,6848,1,0,0,7442,1,1,Urban
168607511,0,1934-12-07,64,0,10,36628,0,195006,0,M,High School,Blue Collar,34,Private,17670,9,Minivan,1,0,0,0,2,0,9,0,Rural
421201310,0,1947-12-03,51,0,4,67954,0,0,0,F,Masters,Home Maker,53,Private,22440,7,SUV,0,8419,3,0,3,1741,17,1,Urban
576491739,0,1938-01-16,61,0,11,75912,0,274531,1,M,PhD,Manager,6,Private,16900,1,Sports Car,1,0,0,0,0,0,14,0,Urban
744049987,2,1958-12-19,40,3,12,91497,0,284313,1,M,Bachelors,Professional,37,Commercial,23450,17,Panel Truck,0,0,0,0,2,13773,1,1,Urban
796671941,0,1949-10-01,50,0,17,99260,0,334108,1,M,Masters,Lawyer,29,Private,20940,17,Van,0,0,0,0,4,0,18,0,Urban
895618201,0,1947-12-18,51,0,12,105936,0,297381,1,F,PhD,Doctor,58,Private,6600,1,SUV,0,8112,4,0,0,0,16,0,Urban
82438997,0,1949-12-15,49,0,9,10359,0,0,0,F,High School,Student,32,Private,15960,5,SUV,0,0,0,0,0,0,5,0,Urban
87441875,0,1962-01-08,37,0,12,49548,0,0,0,F,High School,Clerical,29,Private,6450,4,Sports Car,0,0,0,0,0,0,1,0,Rural
541204921,0,1953-09-08,46,0,8,73872,0,245878,1,F,Masters,Lawyer,43,Private,25510,4,Minivan,0,0,0,0,1,0,16,0,Rural
454201195,1,1960-01-03,39,3,16,28585,0,125387,1,F,High School,Blue Collar,50,Private,8260,4,SUV,0,5116,2,0,1,0,9,0,Urban
324073068,0,1947-04-21,52,0,14,15512,0,117398,0,F,High School,Blue Collar,52,Private,26920,10,SUV,0,0,0,0,2,1972,7,1,Urban
674944543,0,1952-05-25,47,0,12,102445,0,364620,1,F,Masters,Professional,57,Private,16440,17,Minivan,0,0,0,0,1,0,10,0,Urban
31185701,0,1952-11-21,46,0,11,174806,0,442158,1,M,PhD,Doctor,38,Private,18980,1,Minivan,1,0,0,0,2,0,12,0,Urban
402064509,0,1952-10-11,47,0,10,166325,0,470327,0,M,Masters,Lawyer,53,Private,21970,10,Van,1,0,0,0,0,0,12,0,Urban
237479021,1,1936-07-30,63,1,14,69277,0,209787,1,F,Bachelors,Professional,39,Private,14730,9,SUV,0,0,0,0,0,0,11,0,Rural
871598772,1,1958-09-20,41,2,13,65885,1,0,0,F,High School,Blue Collar,51,Commercial,8090,10,SUV,0,0,0,1,2,4390,8,1,Urban
655855546,0,1950-11-08,49,0,13,51677,0,0,0,M,High School,Blue Collar,32,Commercial,19390,6,Van,1,0,0,0,2,3643,1,1,Urban
622727266,0,1941-08-08,58,0,14,12931,0,123551,1,F,High School,Home Maker,39,Private,18110,1,SUV,0,0,0,1,0,0,6,0,Rural
480044877,0,1950-02-10,49,0,12,210235,0,500458,0,M,PhD,Doctor,36,Private,18000,6,Van,0,0,0,0,0,0,8,0,Urban
654016315,0,1943-12-01,55,0,14,189373,0,453614,1,F,Masters,Lawyer,17,Private,34770,7,Minivan,0,0,0,0,1,0,15,0,Urban
308591224,0,1952-09-24,47,0,7,28598,0,102214,0,M,High School,Clerical,46,Commercial,9060,1,Pickup,1,0,0,0,0,0,7,0,Rural
441643202,0,1945-08-03,54,1,13,131383,0,371652,1,F,Masters,Lawyer,25,Private,16030,8,Minivan,0,0,0,0,0,0,15,0,Urban
779492973,0,1966-03-10,33,3,13,34200,1,0,0,M,High School,Manager,14,Commercial,6610,4,Pickup,0,4502,1,0,6,0,1,0,Urban
449127613,0,1948-11-07,51,0,7,78329,0,255810,1,F,Bachelors,Blue Collar,15,Commercial,37070,4,Van,0,996,3,0,1,1264,11,1,Urban
946610389,0,1940-03-27,59,0,14,45594,0,0,0,F,High School,Blue Collar,31,Commercial,12570,4,SUV,0,9015,1,0,0,3141,9,1,Urban
883839245,0,1938-12-22,60,0,15,8585,0,114615,1,F,Bachelors,Professional,52,Commercial,24900,6,Pickup,0,2033,4,0,1,1511,11,1,Urban
57026600,1,1949-09-18,50,1,11,116927,1,0,0,F,PhD,Lawyer,58,Private,6300,1,SUV,0,0,0,0,7,2641,12,1,Rural
751270923,0,1947-09-22,52,0,16,65268,0,288825,1,M,Bachelors,Blue Collar,61,Commercial,15810,17,Minivan,0,5171,2,0,0,0,1,0,Rural
240834910,0,1962-06-06,37,0,8,57892,0,169651,0,M,High School,Blue Collar,29,Commercial,15730,9,Minivan,1,0,0,0,0,0,10,0,Urban
562116386,0,1950-10-08,49,0,9,114679,0,342865,1,M,Bachelors,Manager,39,Commercial,17870,1,Van,0,0,0,0,0,0,11,0,Urban
621566024,0,1945-07-26,54,0,15,88233,0,260694,1,M,Masters,Lawyer,27,Private,10320,12,Pickup,1,15541,2,1,3,0,15,0,Urban
877963843,0,1952-11-24,46,0,13,60829,0,192496,1,M,Bachelors,Professional,23,Commercial,32630,1,Panel Truck,1,6626,2,0,0,0,16,0,Urban
898993547,1,1958-10-25,41,2,38,0,0,0,1,F,High School,Student,22,Commercial,9260,3,SUV,0,0,0,0,3,0,1,0,Urban
591152490,0,1965-08-18,34,2,7,71592,1,0,0,M,Bachelors,Blue Collar,43,Commercial,31410,6,Panel Truck,0,0,0,0,0,0,13,0,Urban
981419216,2,1962-06-10,37,3,11,7093,1,0,0,F,Bachelors,Student,20,Private,8560,13,Pickup,0,5489,3,0,3,0,13,0,Urban
759431287,0,1968-04-24,31,4,12,41855,0,197553,1,F,High School,Clerical,24,Private,14330,11,SUV,0,0,0,0,0,4448,1,1,Urban
534700499,0,1944-10-01,55,0,14,61908,0,227345,1,M,Masters,Lawyer,43,Private,13190,1,Minivan,1,2371,3,0,1,0,12,0,Urban
887417708,0,1926-08-03,73,0,6,62664,0,0,0,M,Bachelors,Manager,33,Private,15070,1,Minivan,1,0,0,0,5,0,8,0,Urban
269977287,0,1954-08-04,45,0,8,144467,0,0,0,F,Masters,Manager,39,Private,24890,1,Minivan,0,0,0,0,0,0,19,0,Urban
233611730,0,1941-07-07,58,0,8,4334,0,0,0,M,Bachelors,Student,38,Commercial,7730,11,Pickup,1,3229,2,0,5,4906,13,1,Urban
302807788,0,1940-06-21,59,0,9,81254,0,0,1,F,Masters,Manager,14,Private,20630,3,SUV,0,4562,1,0,0,4970,12,1,Urban
61800157,0,1954-07-30,45,0,11,54013,0,0,0,F,PhD,Manager,30,Private,21450,4,Minivan,0,0,0,0,2,0,10,0,Urban
566783428,0,1962-11-08,37,0,6,16069,0,137554,1,M,High School,Blue Collar,50,Commercial,10530,12,Pickup,0,1089,2,0,1,5072,5,1,Urban
33866999,0,1953-04-03,46,0,12,96729,0,270745,0,F,PhD,Home Maker,60,Commercial,16400,9,Pickup,0,4052,4,0,3,6978,15,1,Urban
881492342,0,1964-07-09,35,2,13,35643,0,180709,1,F,High School,Blue Collar,21,Private,7810,4,SUV,0,0,0,0,3,0,1,0,Urban
612445516,0,1960-08-13,39,0,14,36313,0,161899,1,F,High School,Blue Collar,32,Private,9030,1,Sports Car,0,0,0,0,0,0,1,0,Urban
600884000,0,1953-09-11,46,0,14,48284,0,180887,1,M,High School,Blue Collar,49,Commercial,10880,3,Pickup,1,28621,2,1,2,6663,1,1,Urban
677540861,0,1957-06-22,42,0,10,78883,0,239377,1,M,Bachelors,Professional,34,Private,13590,1,Minivan,0,0,0,0,3,3270,1,1,Urban
395686481,0,1952-12-18,46,0,14,9633,0,128109,0,M,High School,Clerical,37,Private,22000,1,Minivan,0,0,0,0,1,0,1,0,Urban
926132274,0,1959-03-24,40,0,13,77047,0,239933,1,M,Masters,Lawyer,41,Private,13200,4,Minivan,0,20290,2,1,0,0,16,0,Urban
320756142,0,1959-12-06,39,0,10,77591,0,0,0,F,Bachelors,Blue Collar,22,Commercial,13160,6,SUV,0,24983,2,1,4,1710,11,1,Urban
813407041,0,1960-06-16,39,3,7,36154,1,0,0,F,Bachelors,Clerical,35,Private,10140,6,SUV,0,0,0,0,0,23154,10,1,Urban
798306776,0,1949-05-27,50,0,12,45750,0,187982,1,F,High School,Blue Collar,49,Commercial,19490,10,Pickup,0,0,0,0,0,0,1,0,Urban
56102366,0,1946-05-27,53,0,13,86562,0,266575,1,F,Masters,Manager,5,Private,11900,17,SUV,0,0,0,0,0,0,14,0,Urban
798630672,0,1966-09-10,33,1,11,14277,0,109348,1,F,High School,Professional,34,Private,6230,6,SUV,0,1225,3,0,3,0,5,0,Urban
796741043,1,1954-02-24,45,3,15,20765,0,0,1,F,High School,Student,35,Private,15250,10,SUV,0,0,0,0,1,0,8,0,Urban
352857345,2,1957-04-24,42,3,14,36463,0,184091,1,F,High School,Blue Collar,10,Commercial,5700,6,SUV,0,0,0,0,5,5662,9,1,Urban
983800811,0,1947-05-14,52,0,13,41137,0,0,1,M,Masters,Professional,47,Private,15770,4,Minivan,0,0,0,0,0,0,15,0,Rural
834666908,0,1942-02-24,57,0,12,32805,0,153560,1,F,High School,Blue Collar,25,Commercial,22820,1,Sports Car,0,0,0,0,0,0,6,0,Rural
49425975,1,1959-10-30,40,2,11,52715,0,177273,1,F,High School,Blue Collar,19,Commercial,8370,1,Sports Car,0,4707,3,0,6,19470,1,1,Urban
931221104,0,1964-09-16,35,0,11,8344,0,0,0,F,High School,Home Maker,33,Private,13340,10,SUV,0,0,0,0,5,0,7,0,Urban
291961707,0,1952-02-21,47,0,8,36234,0,151414,1,F,Bachelors,Manager,31,Commercial,30870,4,Sports Car,0,0,0,0,3,0,5,0,Urban
622202543,0,1949-01-03,50,0,14,52752,0,168324,1,M,Bachelors,Blue Collar,82,Commercial,9670,6,Pickup,1,0,0,0,0,0,8,0,Rural
833440071,0,1955-04-20,44,0,0,0,0,0,0,M,High School,Student,40,Commercial,5900,13,Minivan,0,8054,1,0,0,8861,7,1,Urban
720659102,0,1949-11-24,49,0,15,42242,0,187645,1,M,Masters,Lawyer,39,Private,13270,1,Minivan,0,0,0,0,0,0,16,0,Urban
337669668,0,1951-04-22,48,0,13,131396,0,304658,1,M,Masters,Lawyer,5,Private,3080,6,Minivan,0,0,0,0,2,0,17,0,Urban
702221350,0,1954-08-29,45,0,14,68958,0,190128,1,M,High School,Blue Collar,36,Private,13860,3,Minivan,1,0,0,0,1,0,1,0,Urban
876330477,0,1949-02-07,50,0,6,40681,0,192334,1,F,High School,Professional,32,Private,1500,1,Sports Car,0,9111,3,0,1,602,10,1,Urban
638060173,0,1953-07-19,46,0,12,63084,0,221121,1,F,High School,Professional,23,Private,25140,4,SUV,0,0,0,1,0,0,1,0,Urban
659407311,0,1955-10-12,44,3,16,5409,0,97653,1,F,High School,Student,30,Commercial,9390,4,Pickup,1,8339,2,0,4,5063,3,1,Rural
582259166,0,1958-08-31,41,2,12,9785,0,92435,1,F,High School,Clerical,41,Private,16130,4,SUV,0,7663,2,0,4,4748,1,1,Urban
24974672,0,1954-08-29,45,3,11,115540,1,336608,0,F,Bachelors,Blue Collar,21,Commercial,6100,10,SUV,0,0,0,0,0,0,9,0,Urban
854677938,0,1944-03-26,55,0,13,113228,0,279318,0,M,Bachelors,Professional,45,Private,15390,10,Minivan,1,23290,1,0,2,0,16,0,Urban
873530429,0,1952-09-19,47,0,10,25907,0,0,0,F,High School,Clerical,22,Private,7170,9,SUV,0,0,0,0,0,0,1,0,Rural
289313269,0,1957-07-01,42,0,13,78552,0,246264,1,F,Bachelors,Professional,66,Commercial,26420,7,Pickup,0,0,0,0,1,0,9,0,Rural
511422405,0,1951-11-10,48,0,13,91507,0,254903,1,F,Bachelors,Professional,45,Private,13980,7,Sports Car,0,0,0,0,0,0,12,0,Rural
469064018,0,1971-06-20,28,1,0,0,1,0,0,M,High School,Student,14,Private,15580,1,Minivan,0,0,0,0,2,0,1,0,Urban
814338871,0,1951-09-06,48,0,15,97733,0,313285,1,F,Masters,Lawyer,5,Private,24600,6,Minivan,0,0,0,0,1,0,18,0,Urban
565962672,0,1965-03-25,34,1,13,11513,1,0,0,F,High School,Clerical,37,Private,6050,1,SUV,0,0,0,0,1,0,1,0,Rural
860714006,0,1948-03-02,51,0,13,181674,0,0,0,F,Masters,Lawyer,16,Private,19670,10,SUV,0,0,0,0,0,0,12,0,Urban
27283606,1,1959-04-13,40,1,13,71402,0,238349,1,F,Masters,Lawyer,44,Private,8640,4,SUV,0,0,0,0,0,0,1,0,Rural
588735599,0,1954-12-26,44,2,16,42393,0,150361,1,M,Bachelors,Blue Collar,27,Commercial,20040,12,Van,1,0,0,0,0,0,13,0,Urban
550717937,3,1954-03-09,45,3,12,22738,1,0,0,F,High School,Clerical,95,Private,13400,1,SUV,0,8935,3,0,4,0,1,0,Urban
756103596,0,1953-10-17,46,0,12,56006,0,190938,1,M,Bachelors,Professional,52,Commercial,30910,1,Panel Truck,1,0,0,0,3,0,8,0,Urban
474066345,0,1949-11-07,50,0,10,127893,0,0,0,M,Bachelors,Manager,5,Commercial,28610,13,Panel Truck,1,0,0,0,1,0,10,0,Urban
854714763,0,1966-08-20,33,1,10,70565,0,241472,1,F,Masters,Lawyer,10,Private,16280,13,SUV,0,0,0,0,4,0,21,0,Urban
390297308,0,1955-10-25,44,3,11,34255,0,190620,1,M,High School,Clerical,36,Commercial,4930,1,Pickup,1,2091,3,0,3,0,10,0,Urban
707481140,0,1936-08-25,63,0,9,61023,0,224449,1,M,Masters,Lawyer,48,Private,26620,8,Minivan,0,0,0,0,5,0,13,0,Urban
209690435,0,1953-09-12,46,0,13,78005,0,267536,1,F,Masters,Lawyer,52,Private,16160,1,SUV,0,0,0,0,2,0,11,0,Urban
984046819,0,1952-04-09,47,0,11,40430,0,0,0,F,Masters,Manager,45,Private,10240,1,Minivan,0,6128,2,0,1,0,16,0,Urban
256857398,0,1954-08-22,45,0,11,37417,0,140449,1,F,High School,Professional,51,Private,7440,6,Sports Car,0,0,0,0,0,0,1,0,Urban
981294220,0,1974-06-06,25,1,11,23245,1,0,0,M,High School,Clerical,47,Private,7410,7,Pickup,1,965,2,0,4,5642,7,1,Urban
863684199,1,1958-09-28,41,2,12,10359,0,75321,1,F,Bachelors,Home Maker,42,Private,16570,10,SUV,0,0,0,0,0,0,10,0,Urban
188087032,0,1944-05-31,55,0,13,80505,0,0,0,F,Bachelors,Manager,16,Private,13760,6,Sports Car,0,0,0,0,0,0,8,0,Urban
959594346,0,1956-03-14,43,0,13,116116,0,335494,1,F,Masters,Manager,12,Private,17640,1,SUV,0,0,0,0,0,0,18,0,Urban
126061188,1,1959-08-14,40,2,9,67295,0,220104,1,F,Bachelors,Blue Collar,44,Commercial,19620,14,Minivan,0,0,0,0,1,1619,12,1,Urban
477931183,0,1968-08-15,31,3,14,38940,0,193932,1,F,High School,Clerical,16,Private,5390,6,SUV,0,0,0,0,1,0,7,0,Rural
195286517,0,1962-03-24,37,1,8,86372,0,256431,1,M,PhD,Manager,31,Private,14670,1,Minivan,1,32575,3,1,2,0,1,0,Urban
328132987,0,1959-05-09,40,0,0,0,0,103199,1,F,Bachelors,Home Maker,48,Private,1500,6,Sports Car,0,0,0,0,0,0,10,0,Rural
508339617,0,1964-12-06,34,2,12,55353,1,203703,0,F,High School,Blue Collar,41,Commercial,4800,10,Minivan,0,1536,2,0,0,6961,6,1,Urban
944878642,0,1958-06-14,41,1,7,15497,0,125266,1,F,Bachelors,Home Maker,12,Private,12440,1,SUV,0,0,0,0,1,0,9,0,Rural
987906828,0,1948-09-16,51,0,11,49451,0,0,0,M,High School,Blue Collar,43,Commercial,11550,4,Minivan,0,6079,1,0,2,2746,7,1,Urban
833854179,0,1948-08-25,51,0,14,79951,0,295820,1,F,Bachelors,Blue Collar,41,Commercial,19450,1,Sports Car,0,0,0,0,0,0,1,0,Urban
207103327,0,1971-02-02,28,0,0,0,0,0,0,F,Bachelors,Home Maker,49,Private,4300,6,SUV,0,52102,2,1,6,2351,10,1,Urban
888150310,0,1942-04-16,57,0,9,50443,0,206150,1,F,Masters,Lawyer,24,Private,17960,4,SUV,0,0,0,0,0,0,19,0,Urban
340299187,0,1953-08-19,46,0,13,98493,0,280663,1,F,Masters,Manager,20,Private,18270,4,SUV,0,0,0,0,0,0,10,0,Urban
291385035,0,1948-03-05,51,0,0,0,0,109799,1,M,High School,Student,29,Commercial,6600,4,Pickup,1,0,0,0,0,0,7,0,Urban
184801824,0,1953-02-05,46,0,13,61552,0,201807,1,M,Bachelors,Manager,40,Commercial,9290,6,Pickup,1,6499,2,0,4,0,13,0,Urban
467744532,0,1957-09-01,42,0,3,27902,0,128039,1,M,High School,Clerical,31,Private,14710,6,Minivan,0,0,0,0,1,0,7,0,Urban
678210073,0,1963-09-06,36,2,14,70,1,0,0,M,High School,Student,35,Commercial,19790,10,Van,1,0,0,0,3,0,8,0,Rural
654817575,0,1950-05-12,49,0,0,0,0,0,1,M,High School,Student,36,Commercial,10090,4,Pickup,1,0,0,0,0,0,1,0,Rural
901412520,0,1966-02-02,33,1,12,12510,0,122649,1,M,High School,Clerical,60,Private,6050,7,Pickup,1,0,0,0,0,0,1,0,Rural
616849636,0,1969-07-26,30,0,8,57411,0,150044,0,F,Masters,Manager,31,Private,11280,9,SUV,0,3776,1,0,2,0,14,0,Urban
27678351,0,1955-01-31,44,3,0,0,0,79582,1,F,High School,Home Maker,43,Private,11530,6,Sports Car,0,6602,2,0,10,0,1,0,Urban
803383169,0,1957-08-25,42,0,13,43301,0,163397,1,F,High School,Blue Collar,27,Commercial,23340,6,Sports Car,0,10718,3,0,8,3350,1,1,Urban
178507265,0,1961-08-25,38,2,9,122439,1,0,0,M,Bachelors,Blue Collar,32,Commercial,24900,9,Panel Truck,0,0,0,0,0,18856,11,1,Urban
679841614,2,1957-04-23,42,3,0,0,1,83913,0,F,High School,Home Maker,8,Commercial,19620,1,Pickup,0,28816,4,1,2,3089,8,1,Rural
33902933,0,1956-12-09,42,0,12,83613,0,287044,0,M,Masters,Manager,6,Commercial,25430,4,Panel Truck,1,26118,1,0,2,0,10,0,Urban
837613639,0,1957-03-18,42,0,12,85426,0,243538,1,M,Bachelors,Professional,35,Commercial,10040,7,Pickup,1,0,0,0,0,0,12,0,Rural
890567600,0,1947-11-05,52,0,3,52000,0,0,0,M,PhD,Doctor,19,Private,13840,1,Minivan,1,6447,4,0,2,0,15,0,Urban
788133378,0,1950-07-09,49,0,7,56038,0,0,1,F,Masters,Lawyer,35,Private,12000,3,Sports Car,0,39660,2,1,0,0,11,0,Urban
702329072,0,1954-12-27,44,2,13,52351,0,229463,1,M,Bachelors,Blue Collar,43,Commercial,11140,1,Pickup,1,1098,3,0,3,0,12,0,Urban
43281481,0,1951-07-04,48,0,12,73342,0,0,0,M,High School,Manager,34,Commercial,31440,1,Panel Truck,1,0,0,0,0,4691,1,1,Urban
167104722,0,1963-09-14,36,1,9,72167,1,0,0,M,Bachelors,Professional,24,Commercial,8720,4,Pickup,1,2481,3,0,0,18774,14,1,Urban
228521006,0,1946-10-15,53,0,7,45623,0,135118,1,M,Masters,Manager,47,Commercial,6060,4,Pickup,0,5442,2,0,5,0,13,0,Urban
255651046,0,1940-07-19,59,0,9,25323,0,154839,0,M,Bachelors,Professional,60,Private,24700,6,Minivan,1,0,0,0,3,0,10,0,Rural
490269648,0,1953-01-07,46,0,12,50112,0,185273,1,M,Bachelors,Manager,52,Private,14370,1,Minivan,1,2894,2,0,0,0,12,0,Urban
613610605,0,1945-07-17,54,0,13,65825,0,237062,1,M,High School,Manager,48,Private,8080,4,Pickup,1,2658,2,0,0,3238,9,1,Urban
845296243,0,1952-05-02,47,0,13,10951,0,103160,1,F,Bachelors,Home Maker,37,Private,6200,4,SUV,0,1862,2,0,0,0,9,0,Urban
97167392,0,1942-05-07,57,0,15,162818,0,427325,0,F,Masters,Lawyer,33,Private,36350,9,Van,0,8456,2,0,3,2106,16,1,Urban
499594855,0,1958-08-02,41,2,0,0,0,0,1,M,High School,Student,43,Commercial,10950,9,Pickup,1,1050,3,0,0,0,1,0,Rural
869588684,0,1950-06-03,49,0,12,44497,0,0,0,F,High School,Blue Collar,39,Commercial,14990,9,Minivan,0,0,0,0,0,2668,1,1,Urban
263485915,0,1949-09-07,50,0,12,76861,0,0,1,F,Bachelors,Professional,25,Private,12170,11,Pickup,0,0,0,0,1,0,5,0,Urban
252476945,1,1945-03-28,54,1,15,94709,1,272378,0,M,Masters,Lawyer,37,Private,18650,10,Van,0,678,1,0,7,0,16,0,Urban
614454384,0,1951-10-05,48,0,11,44193,0,199947,1,F,Bachelors,Clerical,12,Private,11400,17,SUV,0,0,0,1,0,0,11,0,Urban
842349966,0,1965-02-22,34,3,14,139801,0,386903,1,F,Bachelors,Clerical,24,Private,28580,4,Minivan,0,0,0,0,0,0,10,0,Urban
909930291,0,1948-10-14,51,0,15,167310,0,429113,1,M,Masters,Manager,17,Commercial,27520,6,Panel Truck,1,0,0,0,0,0,1,0,Urban
233361667,0,1963-12-04,35,0,12,43222,0,199576,0,M,Bachelors,Professional,55,Private,1500,6,Minivan,1,0,0,0,0,0,15,0,Rural
149919152,0,1952-09-30,47,0,7,30229,0,0,0,M,High School,Clerical,27,Private,6200,4,Minivan,0,2849,2,0,3,3043,7,1,Urban
382198324,0,1947-02-19,52,0,13,43393,0,202835,1,F,High School,Clerical,23,Private,11040,1,SUV,0,6624,2,0,5,0,1,0,Urban
291961707,0,1951-02-21,48,0,8,47288,0,191476,1,F,Bachelors,Manager,32,Private,9820,7,SUV,0,0,0,0,1,0,10,0,Urban
585866711,0,1959-05-25,40,0,16,93474,0,237916,1,M,Masters,Lawyer,46,Private,5500,16,Pickup,0,1115,1,0,0,0,13,0,Urban
689062140,0,1950-04-10,49,0,13,73910,0,250498,1,M,Bachelors,Blue Collar,62,Private,13790,7,Minivan,1,8827,4,0,6,0,8,0,Urban
618326051,0,1955-06-07,44,2,14,102426,0,0,1,F,Bachelors,Manager,5,Private,22700,10,Minivan,0,0,0,0,1,0,4,0,Urban
253352702,1,1955-01-31,44,1,13,80824,0,259932,1,M,Masters,Professional,41,Private,9580,1,Minivan,0,40929,1,1,0,5453,16,1,Urban
806349764,0,1940-04-24,59,0,14,75714,0,221496,0,M,Bachelors,Professional,13,Private,17210,1,Van,0,0,0,1,0,0,6,0,Urban
976068152,0,1959-09-11,40,0,11,58532,0,166952,0,F,Bachelors,Professional,20,Private,7720,4,SUV,0,0,0,0,0,0,6,0,Urban
235509680,0,1959-07-09,40,0,13,58231,0,209820,1,M,Bachelors,Manager,20,Commercial,11310,10,Pickup,1,0,0,0,0,0,13,0,Urban
672745912,0,1942-11-28,56,0,11,41301,0,216050,0,M,Bachelors,Clerical,54,Private,14310,1,Minivan,1,0,0,0,0,0,9,0,Rural
543971880,0,1945-03-08,54,0,14,89674,0,261646,1,M,Masters,Lawyer,55,Private,11230,13,Minivan,1,0,0,0,0,0,1,0,Urban
336827106,1,1963-09-02,36,3,14,83757,0,271204,1,F,High School,Blue Collar,49,Commercial,16140,4,SUV,0,0,0,0,0,0,8,0,Rural
81804431,1,1954-07-13,45,2,13,81255,1,231143,0,F,High School,Blue Collar,40,Private,15810,6,SUV,0,0,0,1,0,5951,1,1,Urban
588766853,0,1966-03-09,33,3,14,6607,0,0,1,M,High School,Clerical,9,Private,15770,1,Minivan,1,0,0,0,0,677,1,1,Urban
749101224,1,1961-03-02,38,2,0,0,0,0,1,M,High School,Student,17,Commercial,5300,1,Minivan,1,2185,2,0,4,1897,5,1,Urban
341162899,0,1954-05-03,45,0,12,2887,0,0,0,M,High School,Student,33,Commercial,5800,4,Pickup,1,0,0,0,2,0,7,0,Urban
412509451,0,1959-11-02,40,0,12,31162,0,0,0,F,High School,Blue Collar,9,Private,6100,6,Sports Car,0,10224,1,0,3,1737,1,1,Urban
606143934,0,1948-03-03,51,0,7,40316,0,0,0,F,Masters,Lawyer,44,Private,10630,7,SUV,0,0,0,1,3,0,1,0,Rural
348276131,0,1959-04-09,40,0,11,105664,0,296326,1,F,PhD,Doctor,21,Private,16070,3,Minivan,0,0,0,0,0,0,11,0,Urban
373550207,1,1957-08-12,42,4,0,0,1,93311,0,F,High School,Student,51,Commercial,9090,16,SUV,0,6195,2,0,0,5400,1,1,Urban
526517149,0,1945-07-16,54,0,9,276354,0,0,0,M,PhD,Manager,26,Private,19570,6,Van,1,48993,1,1,0,0,10,0,Urban
724904951,0,1951-07-06,48,0,47,27433,0,147243,1,F,High School,Blue Collar,33,Private,27420,7,Pickup,0,34616,2,0,0,0,6,0,Urban
638092102,1,1954-02-01,45,3,14,81287,0,234505,1,M,Bachelors,Professional,33,Commercial,29590,10,Panel Truck,1,0,0,0,0,0,7,0,Urban
220509569,1,1962-03-17,37,2,13,35718,0,145487,1,M,High School,Blue Collar,36,Commercial,8770,4,Pickup,0,0,0,0,4,2144,1,1,Urban
439078387,0,1968-02-25,31,1,12,54909,0,0,1,M,High School,Blue Collar,33,Private,6990,1,Pickup,1,0,0,0,3,724,4,1,Urban
54589002,3,1954-02-19,45,3,6,29955,0,86034,1,F,High School,Clerical,33,Private,11510,1,SUV,0,4436,2,0,1,7291,1,1,Urban
501699878,0,1958-12-31,40,1,16,66987,0,236897,1,F,Bachelors,Manager,28,Private,12200,13,Sports Car,0,8216,3,0,6,0,11,0,Urban
